id,area,feature,roles,user_entry,backend,origin,feature_flag,existing_tests,verify_by,side_effects,phase,data_risk,status_signals,confidence,capability_ledger_id,rails_routes,ember_routes
SPK-22,"Speak mode, access & device",Board header 'Other Actions' menu (other_menu) on legacy board view,communicator; supervisor-SLP,"legacy board header dropdown app/frontend/app/templates/application.hbs:593-597 and mobile menu :695-699 (header suppressed on board-detail, application.hbs:21)",none (client-only); opens modals/board-actions via controllers/application.js:1493,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: application.hbs churn 179% (frontend); application.js churn 104% (frontend)),"other_menu (code: ENABLED_FRONTEND_FEATURES lib/feature_flags.rb:125); read templates/application.hbs:562,593,695 (also HIDES Download Board when on)",NONE,human: visual menu on legacy board route,none (read-only),8,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
SPK-23,"Speak mode, access & device","Modeling mode toggle from speak mode, and speak-as-communicator / switch communicators",communicator; supervisor-SLP,board-detail options 'Modeling' app/frontend/app/templates/user/board-detail.hbs:1314 -> controllers/user/board-detail.js:7877; 'Switch Communicators' :1332 -> :7589; speak menu pick_speak_mode_user components/speak-menu.js:975-983,"none (client-only); app_state.toggle_modeling services/app-state.js:1209-1225, set_speak_mode_user :2307",heavily modified (vs sweet-suite mirror 55aaa8a: app-state.js churn 103% (frontend) (moved from app/frontend/app/utils/app_state.js); speak-menu.js churn 412% (frontend) (moved from app/frontend/app/controllers/speak-menu.js); application.js churn 104% (frontend); board-detail.js absent),none,app/frontend/tests/utils/app_state-test.js,human: multi-user supervision session,writes,4,yes: communicator usage logs or utterances; AI processing,commented-out code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
SPK-24,"Speak mode, access & device","Valet / Classroom login setup (valet password, long-term, prevent disable, QR credentials)",communicator; supervisor-SLP,"user.edit 'Valet/Classroom Login' app/frontend/app/templates/user/edit.hbs:307-418; save opens modals/valet-mode controllers/user/edit.js:174-216; QR fetch components/valet-mode.js:50; also app/frontend/app/controllers/user/edit.js:216, app/frontend/app/components/valet-mode.js:52","api/users#valet_credentials app/controllers/api/users_controller.rb:40-52 (allowed? delete); password handling app/models/concerns/passwords.rb:157-230; also app/controllers/api/users_controller.rb:40, app/models/user.rb:92",heavily modified (vs sweet-suite mirror 55aaa8a: users_controller.rb churn 76%; passwords.rb churn 20%; user.rb churn 156%; edit.hbs churn 132% (frontend); edit.js churn 19% (frontend); valet-mode.js churn 194% (frontend) (moved from app/frontend/app/controllers/modals/valet-mode.js); valet-mode.js churn 22% (frontend); 1/1 routes are upstream actions),none,spec/controllers/api/users_controller_spec.rb; spec/models/concerns/passwords_spec.rb,both: specs for credentials; human for QR scan on a second device and notification emails,destructive,4,yes: credentials or tokens,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",auth-passwords,GET /api/v1/users/:user_id/valet_credentials api/users#valet_credentials,
SPK-25,"Speak mode, access & device","Valet session: model@ login, modeling-only permissions, no edit/supervise, short token",communicator; supervisor-SLP,/login?model-<id>:<password> parsed at app/frontend/app/routes/login.js:41,session#token app/controllers/session_controller.rb:517-520 (find_for_login allow_modeling) -> User.find_for_login app/models/user.rb:91-97; device valet flags session_controller.rb:1310-1316; perms app/models/user.rb:55-70; valet_blocked app/controllers/application_controller.rb:293-294; no 2FA app/models/device.rb:180-181,heavily modified (vs sweet-suite mirror 55aaa8a: session_controller.rb churn 115%; user.rb churn 156%; device.rb churn 12%; permissions.rb churn 97%; application_controller.rb churn 223%; login.js churn 243% (frontend); session.js absent),none,spec/controllers/session_controller_spec.rb; spec/models/device_spec.rb; spec/models/user_spec.rb; spec/models/concerns/passwords_spec.rb,both: specs for permission denial; human for shared-device classroom flow,writes,4,yes: communicator usage logs or utterances; AI processing; board content,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",auth-2fa-optional,,
SPK-26,"Speak mode, access & device","Preferences page: load/save all General and Device preference groups (Basics, Notifications, AI Features, Styling, Selection, Logging and Sync, Startup and Extras, Core/Phrases/Modeling, Sidebar, Device Layout, Scanning, Dwell, Voice)",communicator; supervisor-SLP,"/:user_id/preferences app/frontend/app/routes/user/preferences.js:5-21 (autosave on leave :23-34); template gated on model.permissions.edit app/frontend/app/templates/user/preferences.hbs:1; groups at :8,193,214,331,417,580,792,1030,1173,1327,1456,1678,1953","api/users#update app/controllers/api/users_controller.rb:197; User#process_params PREFERENCE_PARAMS app/models/user.rb:2427, applied :2778",heavily modified (vs sweet-suite mirror 55aaa8a: users_controller.rb churn 76%; user.rb churn 156%; preferences.js churn 14% (frontend); preferences.js churn 51% (frontend); preferences.hbs churn 62% (frontend)),"none (individual rows gated, e.g. remote_modeling preferences.hbs:1032, edit_sidebar :60, skin_tones :149)",app/frontend/tests/controllers/user/preferences-test.js; spec/models/user_spec.rb; spec/controllers/api/users_controller_spec.rb,both: agent via users#update specs; human for each device-facing toggle,external-send,1,"yes: age, consent or guardian data; location; AI processing",,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,user.preferences:/preferences
SPK-27,"Speak mode, access & device","Speak-mode behaviour prefs (on vocalize clear/home, self-interrupting, repeat history, speak on entering speak mode, board jump delay, edit button in speak mode, wake lock, full screen, battery alerts)",communicator; supervisor-SLP,"Preferences > Startup and Extras app/frontend/app/templates/user/preferences.hbs:792-990 (speak_on_speak_mode :932, wakelock :920, fullscreen :807)",users#update app/controllers/api/users_controller.rb:197,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: preferences.hbs churn 62% (frontend); app-state.js churn 103% (frontend) (moved from app/frontend/app/utils/app_state.js); capabilities.js churn 23% (frontend)),none,app/frontend/tests/controllers/user/preferences-test.js,"human: device behaviours (screen wake, full screen, audio)",destructive,3,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
SPK-28,"Speak mode, access & device",Per-device preference profiles (Device Preferences per device; multi-device),communicator; supervisor-SLP,Preferences 'Device Preferences (<device name>)' app/frontend/app/templates/user/preferences.hbs:1325,JsonApi::User picks nearest device prefs lib/json_api/user.rb:102-125; stored settings.preferences.devices app/models/user.rb:1998-2005,heavily modified (vs sweet-suite mirror 55aaa8a: user.rb churn 41%; user.rb churn 156%; preferences.js churn 51% (frontend)),none,spec/lib/json_api/user_spec.rb,human: two physical devices on one account,none (read-only),0,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
SPK-29,"Speak mode, access & device","Offline mode and sync (IndexedDB/SQLite cache, auto-sync, manual sync, Sync Details, liked-board sync)",communicator; supervisor-SLP,Extras 'Sync Details' card app/frontend/app/components/dashboard/authenticated-view.hbs:719 -> authenticated-view.js:1725-1729; Sync button components/sync-details.hbs:16; prefs templates/user/preferences.hbs:758-790; also app/frontend/app/services/persistence.js:4036,"users#sync_stamp app/controllers/api/users_controller.rb:31; users#board_revisions :758; client sync app/frontend/app/services/persistence.js:1997, check_for_needs_sync :4001; storage app/frontend/app/utils/dbman.js:239",heavily modified (vs sweet-suite mirror 55aaa8a: users_controller.rb churn 76%; persistence.js churn 78% (frontend) (moved from app/frontend/app/utils/persistence.js); persistence.js churn 63% (frontend); dbman.js churn 7% (frontend); sync-details.js churn 188% (frontend) (moved from app/frontend/app/controllers/sync-details.js); 3/3 routes are upstream actions),none,app/frontend/tests/utils/persistence-sync-test.js; app/frontend/tests/utils/persistence-test.js; spec/controllers/api/users_controller_spec.rb,both: specs for endpoints; human for airplane-mode use and reconnect,writes,3,yes: communicator usage logs or utterances; board content,TODO or FIXME in code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/users/:user_id/sync_stamp api/users#sync_stamp | GET /api/v1/users/:user_id/board_revisions api/users#board_revisions | GET /api/v1/users/:user_id/boards api/users#boards,
SPK-30,"Speak mode, access & device","Background board prefetch during sync (phased: home, starred, owned roots, public roots)",communicator; supervisor-SLP,"none (background during sync) app/frontend/app/services/persistence.js:3060-3090,3489",users#board_revisions app/controllers/api/users_controller.rb:758 and boards list API,heavily modified (vs sweet-suite mirror 55aaa8a: persistence.js churn 78% (frontend) (moved from app/frontend/app/utils/persistence.js); board_prefetch_planner.js absent),"background_board_prefetch (code: ENABLED_FRONTEND_FEATURES lib/feature_flags.rb:131); catalog_board_prefetch (code: AVAILABLE only, off); read utils/board_prefetch_planner.js:161-170",app/frontend/tests/unit/utils/board-prefetch-planner-test.js,both: unit tests for planner; human for offline availability after sync,writes,3,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
SPK-31,"Speak mode, access & device",Install to home screen / standalone detection (Getting Started 'add app' checklist item),communicator; supervisor-SLP,"Getting Started modal app/frontend/app/components/getting-started.js:94-95 opens add-app (instructions by device, components/add-app.js:14-19)",none (client-only); progress.app_added saved via user.save services/app-state.js:2730-2732,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: add-app.js churn 341% (frontend) (moved from app/frontend/app/controllers/add-app.js); getting-started.js churn 205% (frontend) (moved from app/frontend/app/controllers/getting-started.js); capabilities.js churn 23% (frontend); app-state.js churn 103% (frontend) (moved from app/frontend/app/utils/app_state.js)),none,app/frontend/tests/controllers/add-app-test.js,human: iOS/Android home-screen install,writes,0,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
SPK-32,"Speak mode, access & device","Public 'Try a Demo' speak mode on static demo boards (build/speak/clear sentence, quick words, style panel)",anonymous; communicator; supervisor-SLP,"'Try a Demo' links app/frontend/app/components/app-navbar.hbs:22,62 and landing-alt-page.hbs:65; offline_boards picker templates/offline_boards.hbs:23; route app/frontend/app/routes/demo/speak.js:15-39",none (client-only); static JSON under public/demo-boards via app/frontend/app/utils/demo_board_loader.js:4-15; TTS speecher.speak_text in controllers/demo/speak.js,LingoLinq-new (vs sweet-suite mirror 55aaa8a: speak.js absent; style.js absent; speak.js absent; speak.hbs absent; demo_board_loader.js absent),none,NONE,"human: audio and visual demo walkthrough, logged out",destructive; external-send,0,no,dead or orphaned route or code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,demo:/demo | demo.index:/ | demo.speak:/speak | demo.style:/style
SPK-33,"Speak mode, access & device",/speech static AAC symbol-board mockup page,anonymous; communicator,/speech app/frontend/app/routes/speech.js:4-12; template app/frontend/app/templates/speech.hbs:1-75,none (client-only),heavily modified (vs sweet-suite mirror 55aaa8a: speech.js churn 102% (frontend) (moved from app/frontend/vendor/speech/speech.js); speech.js churn 101% (frontend) (moved from app/frontend/vendor/speech/speech.js); speech.hbs absent),none,NONE,human: visual only,none (read-only),8,no,stub,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,speech:/speech
TEAM-01,"Users, supervision & team",Backend permission model for users (roles and permission types),communicator; supervisor-SLP; org-admin; system,none (API/background only),"app/models/user.rb:53-88 (add_permissions rules: self user.rb:55-56, valet user.rb:57, edit-link supervisor user.rb:61-62, supervisor/model user.rb:69-74, set_goals user.rb:77-80, view_word_map user.rb:85, org manager user.rb:86-87, admin user.rb:88); supervisor_for? app/models/concerns/supervising.rb:41; edit_permission_for? supervising.rb:110; modeling_only_for? supervising.rb:121; role predicates app/models/concerns/subscription.rb:767-772; per-instance cache key app/models/concerns/permissions.rb:29",heavily modified (vs sweet-suite mirror 55aaa8a: user.rb churn 156%; supervising.rb churn 99%; permissions.rb churn 97%; subscription.rb churn 1%; board.rb churn 50%),none,spec/models/user_spec.rb; spec/models/concerns/supervising_spec.rb; spec/controllers/api/users_controller_spec.rb,agent: permission matrix can be asserted in model specs and via API 400 unauthorized responses,writes,4,yes: communicator usage logs or utterances; account identity or contact details,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
